9982,emma,6,44,69000.0
9759,olivia,8,42,67000.0
6507,hannah,11,50,75000.0
4206,olivia,8,40,65000.0
9850,hannah,6,68,93000.0
6135,camila,11,63,88000.0
3846,oliver,2,27,52000.0
6333,oliver,8,64,89000.0
5074,camila,7,42,67000.0
9551,olivia,8,49,74000.0
9383,james,3,46,71000.0
4914,oliver,12,64,89000.0
4344,noah,1,72,97000.0
1332,camila,3,28,53000.0
1942,james,8,29,54000.0
4711,william,5,41,66000.0
7780,emma,4,52,77000.0
8623,noah,1,58,83000.0
4234,hannah,6,64,89000.0
4035,oliver,10,40,65000.0
3425,olivia,3,41,66000.0
1867,camila,1,72,97000.0
5531,hannah,6,37,62000.0
8315,olivia,1,61,86000.0
9463,oliver,11,31,56000.0
3565,james,3,46,71000.0
2405,noah,12,58,83000.0
5162,william,7,56,81000.0
2700,emma,7,43,68000.0
7179,olivia,5,59,84000.0
8203,noah,8,70,95000.0
6070,noah,11,26,51000.0
5705,sophia,11,42,67000.0
9575,james,12,55,80000.0
8910,noah,10,74,99000.0
8834,james,3,73,98000.0
9335,olivia,7,32,57000.0
7197,james,6,55,80000.0
3534,olivia,11,73,98000.0
8837,hannah,6,50,75000.0
8722,liam,5,66,91000.0
6667,liam,5,66,91000.0
3466,olivia,2,36,61000.0
6220,emma,10,42,67000.0
6947,oliver,10,71,96000.0
1310,william,11,71,96000.0
5046,sophia,4,73,98000.0
3860,james,8,71,96000.0
8309,emma,2,55,80000.0
3773,sophia,3,42,67000.0
4839,olivia,10,39,64000.0
3173,sophia,7,54,79000.0
6527,emma,11,70,95000.0
7691,william,12,69,94000.0
5406,emma,4,36,61000.0
3365,hannah,6,54,79000.0
3454,olivia,9,64,89000.0
3561,sophia,4,60,85000.0
8051,oliver,10,54,79000.0
7027,liam,11,55,80000.0
9485,james,2,72,97000.0
9696,noah,8,71,96000.0
3688,emma,12,67,92000.0
3003,william,6,46,71000.0
7226,oliver,3,68,93000.0
2934,oliver,12,48,73000.0
6091,olivia,10,62,87000.0
4948,liam,11,61,86000.0
3689,noah,3,29,54000.0
7341,hannah,9,47,72000.0
9876,emma,12,73,98000.0
3859,william,1,74,99000.0
8052,emma,3,72,97000.0
6408,sophia,8,57,82000.0
2904,liam,5,74,99000.0
8572,noah,7,56,81000.0
1937,sophia,11,60,85000.0
7846,camila,2,51,76000.0
7613,olivia,6,35,60000.0
2757,emma,4,45,70000.0
2570,sophia,5,75,100000.0
7750,emma,3,45,70000.0
6656,olivia,5,75,100000.0
3678,james,12,25,50000.0
8758,camila,7,40,65000.0
4972,olivia,7,70,95000.0
3864,camila,6,73,98000.0
1981,liam,4,63,88000.0
5815,oliver,9,61,86000.0
8044,noah,12,68,93000.0
2645,oliver,5,34,59000.0
6708,camila,9,28,53000.0
5797,james,7,58,83000.0
6136,olivia,9,28,53000.0
1277,liam,9,49,74000.0
2100,olivia,2,42,67000.0
8889,william,2,74,99000.0
6637,william,8,63,88000.0
5628,james,8,42,67000.0
5229,camila,12,30,55000.0
7392,emma,10,33,58000.0
7901,sophia,6,47,72000.0
5051,liam,1,74,99000.0
6675,sophia,5,53,78000.0
3343,hannah,5,74,99000.0
2410,james,8,66,91000.0
3892,emma,9,71,96000.0
8589,hannah,9,56,81000.0
3363,emma,3,49,74000.0
2847,hannah,11,52,77000.0
1518,camila,3,27,52000.0
4973,emma,10,50,75000.0
2290,william,5,68,93000.0
7089,sophia,8,42,67000.0
8397,olivia,6,75,100000.0
5561,olivia,7,32,57000.0
7479,hannah,2,27,52000.0
1444,william,1,53,78000.0
5617,noah,3,69,94000.0
2651,liam,1,66,91000.0
5781,oliver,8,50,75000.0
4532,camila,5,46,71000.0
6644,liam,3,50,75000.0
6614,hannah,9,72,97000.0
7370,emma,5,46,71000.0
4865,oliver,4,25,50000.0
2052,oliver,8,58,83000.0
6803,camila,7,56,81000.0
9755,camila,3,67,92000.0
5769,noah,1,57,82000.0
5210,camila,2,59,84000.0
6695,hannah,8,29,54000.0
3939,noah,6,58,83000.0
5208,camila,11,44,69000.0
1378,hannah,11,74,99000.0
4708,sophia,10,71,96000.0
1489,liam,5,62,87000.0
2144,emma,6,31,56000.0
7828,noah,11,28,53000.0
7465,camila,3,29,54000.0
6396,william,1,29,54000.0
6190,oliver,2,42,67000.0
6352,camila,6,27,52000.0
6493,emma,12,66,91000.0
6024,olivia,6,59,84000.0
5413,camila,3,47,72000.0
8024,olivia,2,31,56000.0
3212,camila,9,42,67000.0
5465,sophia,12,54,79000.0
7889,james,5,59,84000.0
9662,william,3,55,80000.0
7729,sophia,2,48,73000.0
9394,oliver,11,43,68000.0
6927,noah,10,25,50000.0
5323,sophia,7,66,91000.0
3198,emma,5,63,88000.0
6516,james,3,55,80000.0
2293,camila,10,41,66000.0
9772,noah,12,59,84000.0
9422,hannah,4,63,88000.0
8266,emma,9,43,68000.0
6749,camila,8,50,75000.0
2320,sophia,2,36,61000.0
3869,olivia,8,63,88000.0
6792,oliver,6,64,89000.0
8739,oliver,2,25,50000.0
6321,sophia,12,56,81000.0
8638,liam,7,32,57000.0
4283,camila,4,47,72000.0
8121,camila,3,73,98000.0
9673,camila,5,48,73000.0
4947,olivia,7,69,94000.0
9247,hannah,4,28,53000.0
1848,noah,11,26,51000.0
3077,camila,5,62,87000.0
9371,olivia,7,51,76000.0
7274,hannah,1,67,92000.0
6503,noah,2,62,87000.0
7148,olivia,5,31,56000.0
6202,olivia,12,31,56000.0
5738,oliver,10,28,53000.0
8848,liam,6,65,90000.0
4288,olivia,6,63,88000.0
3538,sophia,5,48,73000.0
8189,noah,9,52,77000.0
9860,hannah,5,66,91000.0
9769,james,7,33,58000.0
2033,camila,1,35,60000.0
8421,oliver,5,32,57000.0
8668,james,9,29,54000.0
7747,sophia,10,49,74000.0
4361,oliver,10,52,77000.0
5100,james,7,72,97000.0
3374,hannah,3,35,60000.0
6156,james,5,73,98000.0
9657,olivia,6,36,61000.0
8312,camila,4,69,94000.0
1825,sophia,4,75,100000.0
7273,olivia,3,74,99000.0
1540,william,1,72,97000.0
5328,oliver,8,58,83000.0
2483,hannah,9,45,70000.0
7568,james,3,59,84000.0
3476,james,4,44,69000.0
8336,noah,4,75,100000.0
9274,james,1,70,95000.0
6988,hannah,2,75,100000.0
9631,camila,3,72,97000.0
4558,hannah,7,44,69000.0
2053,camila,9,54,79000.0
4949,emma,5,53,78000.0
4674,noah,11,41,66000.0
7879,oliver,2,28,53000.0
8029,oliver,8,63,88000.0
9378,sophia,2,42,67000.0
4040,james,7,70,95000.0
4274,hannah,11,31,56000.0
5344,william,9,31,56000.0
4617,james,12,49,74000.0
4175,sophia,1,57,82000.0
7800,liam,5,54,79000.0
5151,olivia,12,71,96000.0
1643,william,6,67,92000.0
2382,james,12,61,86000.0
6482,sophia,5,66,91000.0
1805,emma,6,63,88000.0
5778,emma,11,57,82000.0
5814,james,4,67,92000.0
7281,sophia,3,56,81000.0
2784,camila,4,38,63000.0
5346,william,12,61,86000.0
5024,noah,9,55,80000.0
5599,liam,2,39,64000.0
1762,sophia,12,67,92000.0
6983,william,4,71,96000.0
3549,william,1,62,87000.0
2754,camila,9,39,64000.0
6375,william,7,67,92000.0
2507,camila,5,74,99000.0
8775,noah,7,48,73000.0
5352,liam,1,50,75000.0
8378,james,7,63,88000.0
6817,olivia,5,74,99000.0
1931,hannah,4,47,72000.0
8658,camila,8,40,65000.0
4133,sophia,3,63,88000.0
8184,james,8,70,95000.0
8983,noah,9,55,80000.0
1786,james,5,53,78000.0
2028,camila,7,64,89000.0
6027,camila,10,71,96000.0
3772,emma,9,37,62000.0
2927,james,8,28,53000.0
7098,james,1,35,60000.0
5566,emma,12,55,80000.0
7148,emma,12,31,56000.0
3000,oliver,4,67,92000.0
6619,emma,2,45,70000.0
2278,hannah,4,60,85000.0
5951,james,5,38,63000.0
7845,olivia,7,75,100000.0
5586,hannah,10,35,60000.0
3056,olivia,7,48,73000.0
8128,oliver,2,33,58000.0
6512,emma,11,75,100000.0
5460,camila,5,58,83000.0
4388,william,11,26,51000.0
8727,hannah,12,38,63000.0
7750,sophia,1,48,73000.0
8003,liam,8,64,89000.0
6285,oliver,6,47,72000.0
3834,sophia,9,63,88000.0
6156,liam,9,50,75000.0
6613,sophia,10,60,85000.0
4797,james,1,47,72000.0
1470,hannah,10,59,84000.0
4029,james,5,72,97000.0
3603,noah,11,30,55000.0
7878,camila,9,38,63000.0
6750,hannah,11,56,81000.0
4038,sophia,11,34,59000.0
6519,olivia,12,70,95000.0
2751,olivia,11,61,86000.0
6894,oliver,7,62,87000.0
4940,emma,9,25,50000.0
4718,liam,1,74,99000.0
8167,james,12,42,67000.0
1306,liam,4,28,53000.0
3139,james,5,63,88000.0
1346,camila,12,61,86000.0
1575,camila,5,27,52000.0
5055,liam,6,68,93000.0
8921,william,5,54,79000.0
4633,olivia,9,43,68000.0
3740,emma,12,25,50000.0
1975,james,1,29,54000.0
4565,emma,3,45,70000.0
6047,oliver,5,75,100000.0
4298,william,10,26,51000.0
9351,noah,9,74,99000.0
7268,oliver,1,45,70000.0
9222,noah,5,70,95000.0
5996,william,3,47,72000.0
2583,oliver,4,27,52000.0
2388,liam,11,27,52000.0
2043,william,1,29,54000.0
6541,william,7,27,52000.0
1396,sophia,11,28,53000.0
4756,hannah,2,67,92000.0
3346,camila,7,36,61000.0
9039,olivia,5,46,71000.0
1939,oliver,12,36,61000.0
5611,emma,2,40,65000.0
1919,hannah,6,53,78000.0
2121,hannah,4,53,78000.0
2214,olivia,3,51,76000.0
1911,william,1,46,71000.0
4677,noah,11,62,87000.0
7274,camila,7,43,68000.0
6836,camila,4,42,67000.0
4941,hannah,8,40,65000.0
7739,james,6,62,87000.0
4040,camila,2,72,97000.0
8414,emma,10,33,58000.0
3523,olivia,9,58,83000.0
5846,emma,10,41,66000.0
1640,hannah,12,74,99000.0
7532,liam,10,59,84000.0
7010,william,3,66,91000.0
5203,sophia,6,26,51000.0
7706,olivia,7,32,57000.0
5415,william,8,37,62000.0
8022,olivia,8,74,99000.0
3854,noah,2,46,71000.0
6548,oliver,10,71,96000.0
2622,james,11,72,97000.0
5532,emma,5,38,63000.0
3786,william,2,30,55000.0
6623,emma,5,61,86000.0
4240,james,4,59,84000.0
2196,oliver,1,70,95000.0
9907,camila,2,44,69000.0
2523,camila,12,48,73000.0
7268,james,4,55,80000.0
3604,emma,10,43,68000.0
1409,oliver,4,60,85000.0
1817,oliver,5,66,91000.0
2236,sophia,5,67,92000.0
1737,james,4,57,82000.0
7174,camila,1,67,92000.0
5390,william,1,70,95000.0
7054,james,1,42,67000.0
5224,noah,10,65,90000.0
7116,sophia,4,63,88000.0
8256,sophia,1,43,68000.0
8049,noah,1,72,97000.0
2176,liam,8,67,92000.0
4348,james,11,57,82000.0
2560,james,6,34,59000.0
2040,olivia,3,41,66000.0
7405,camila,5,25,50000.0
6789,hannah,11,43,68000.0
6237,emma,10,68,93000.0
4450,olivia,2,27,52000.0
5021,olivia,1,56,81000.0
5779,olivia,8,40,65000.0
4987,noah,3,43,68000.0
3169,sophia,7,70,95000.0
1706,oliver,7,33,58000.0
3766,hannah,3,52,77000.0
5718,emma,12,35,60000.0
8635,sophia,8,36,61000.0
3101,liam,5,43,68000.0
5522,liam,2,45,70000.0
9946,sophia,4,40,65000.0
3953,oliver,5,39,64000.0
8732,camila,6,60,85000.0
6366,olivia,6,75,100000.0
1517,noah,7,26,51000.0
7287,camila,8,66,91000.0
3289,liam,4,63,88000.0
3522,hannah,3,56,81000.0
3790,noah,7,64,89000.0
1899,oliver,8,42,67000.0
1686,oliver,9,49,74000.0
4294,camila,3,47,72000.0
7794,hannah,6,61,86000.0
9001,camila,10,74,99000.0
1860,hannah,4,75,100000.0
4780,noah,12,27,52000.0
4363,oliver,8,55,80000.0
4694,sophia,5,46,71000.0
9272,oliver,5,34,59000.0
1665,noah,7,57,82000.0
5852,liam,10,47,72000.0
5261,oliver,10,42,67000.0
4758,oliver,8,72,97000.0
6931,camila,5,64,89000.0
8592,emma,9,69,94000.0
5236,sophia,5,37,62000.0
2436,william,3,66,91000.0
2244,noah,11,48,73000.0
9715,olivia,11,75,100000.0
1878,oliver,1,58,83000.0
7179,oliver,9,45,70000.0
8832,hannah,2,25,50000.0
7223,oliver,9,44,69000.0
1816,oliver,3,75,100000.0
1294,sophia,11,58,83000.0
2249,oliver,11,70,95000.0
2497,liam,2,43,68000.0
3411,olivia,2,72,97000.0
2066,sophia,5,31,56000.0
5008,william,11,27,52000.0
8698,james,4,62,87000.0
7318,camila,12,46,71000.0
7110,olivia,2,49,74000.0
4449,james,6,61,86000.0
3036,liam,3,42,67000.0
9187,oliver,1,57,82000.0
3320,sophia,3,30,55000.0
2090,sophia,6,32,57000.0
5745,noah,7,27,52000.0
1957,william,5,68,93000.0
3016,oliver,1,52,77000.0
7982,noah,7,53,78000.0
2446,james,12,52,77000.0
9033,james,1,34,59000.0
8185,olivia,3,53,78000.0
4344,oliver,9,60,85000.0
2726,sophia,9,32,57000.0
9536,noah,7,29,54000.0
5392,liam,11,35,60000.0
6649,hannah,1,62,87000.0
9923,emma,10,72,97000.0
2732,camila,6,45,70000.0
7625,oliver,2,53,78000.0
9408,james,12,65,90000.0
6582,sophia,9,52,77000.0
2241,noah,6,57,82000.0
1548,james,1,26,51000.0
1391,liam,1,62,87000.0
4967,olivia,8,31,56000.0
8115,liam,3,36,61000.0
7730,camila,12,75,100000.0
3967,emma,10,62,87000.0
2512,oliver,8,39,64000.0
9278,james,5,53,78000.0
8478,william,12,52,77000.0
7770,oliver,9,71,96000.0
4407,hannah,2,37,62000.0
8313,william,6,29,54000.0
5869,liam,7,30,55000.0
3278,noah,9,30,55000.0
5718,james,5,69,94000.0
6359,noah,6,64,89000.0
7549,hannah,11,55,80000.0
2126,sophia,5,59,84000.0
6184,william,3,72,97000.0
7549,liam,12,40,65000.0
3811,oliver,2,64,89000.0
9358,william,11,50,75000.0
1880,liam,7,35,60000.0
7562,oliver,5,56,81000.0
7075,olivia,2,55,80000.0
9812,oliver,12,68,93000.0
5186,olivia,12,53,78000.0
2871,liam,7,64,89000.0
2115,liam,1,68,93000.0
7790,camila,10,62,87000.0
3911,emma,8,49,74000.0
8435,noah,11,64,89000.0
7278,sophia,1,70,95000.0
2027,oliver,11,52,77000.0
6824,william,4,62,87000.0
3794,emma,10,74,99000.0
4975,hannah,12,75,100000.0
7687,william,2,75,100000.0
9589,emma,6,46,71000.0
1403,liam,4,73,98000.0
8312,emma,3,55,80000.0
6534,sophia,8,60,85000.0
5527,olivia,1,43,68000.0
2863,oliver,8,35,60000.0
4081,hannah,9,67,92000.0
7038,sophia,5,53,78000.0
9449,olivia,7,58,83000.0
2518,camila,1,37,62000.0
4295,olivia,5,66,91000.0
7609,william,8,25,50000.0
2726,william,9,37,62000.0
5354,william,1,49,74000.0
6318,noah,8,26,51000.0
2884,hannah,11,32,57000.0
1503,sophia,6,52,77000.0
1490,noah,10,62,87000.0
4701,emma,10,52,77000.0
2824,olivia,11,47,72000.0
8566,liam,12,31,56000.0
2808,sophia,11,58,83000.0
2382,james,10,59,84000.0
3921,noah,12,51,76000.0
5803,hannah,6,40,65000.0
6698,camila,6,48,73000.0
3627,emma,3,53,78000.0
9946,hannah,10,29,54000.0
3894,james,8,40,65000.0
2974,olivia,4,63,88000.0
6694,william,9,25,50000.0
3063,hannah,12,32,57000.0
3679,liam,5,41,66000.0
2836,william,8,40,65000.0
4164,liam,2,49,74000.0
9762,olivia,11,27,52000.0
2179,olivia,6,52,77000.0
2390,emma,12,43,68000.0
6342,noah,9,53,78000.0
8105,emma,12,30,55000.0
5488,camila,4,48,73000.0
3836,james,5,69,94000.0
5753,oliver,3,54,79000.0
7745,william,10,65,90000.0
8093,william,11,68,93000.0
7374,emma,11,36,61000.0
4607,noah,1,73,98000.0
8830,liam,5,48,73000.0
9553,william,6,31,56000.0
5318,william,5,34,59000.0
8917,noah,10,55,80000.0
7143,james,6,42,67000.0
5444,camila,7,51,76000.0
6045,james,10,38,63000.0
2791,sophia,6,25,50000.0
1393,william,1,52,77000.0
9148,emma,4,39,64000.0
9743,james,8,52,77000.0
7095,emma,2,72,97000.0
7450,william,1,38,63000.0
4531,liam,11,62,87000.0
3380,noah,8,55,80000.0
2385,william,5,48,73000.0
6922,liam,12,32,57000.0
4800,noah,6,70,95000.0
3875,liam,10,44,69000.0
4440,liam,2,43,68000.0
6720,sophia,10,39,64000.0
3635,oliver,9,47,72000.0
7198,camila,5,66,91000.0
3846,olivia,11,32,57000.0
5476,oliver,6,53,78000.0
3440,olivia,5,30,55000.0
7292,sophia,1,47,72000.0
7187,noah,8,32,57000.0
1441,noah,10,42,67000.0
9647,william,7,29,54000.0
7278,hannah,12,57,82000.0
7456,olivia,11,49,74000.0
9745,olivia,9,33,58000.0
2889,james,11,44,69000.0
8215,emma,8,35,60000.0
9392,sophia,8,46,71000.0
8815,emma,12,73,98000.0
2435,james,1,75,100000.0
2820,william,10,71,96000.0
